CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,salaire_ouvrier,salaire_employe,TP6020
31454,14.2,24.83,80.61,30.67,13.99,10.5045050088499,11.3546247423209,13.0
31455,9.71,20.45,89.28,20.26,12.84,12.4876815437738,11.5165059066157,12.0
31458,11.06,14.91,77.77,25.92,13.37,11.893966813286,11.4955287822576,10.0
31460,8.48,12.92,79.65,29.44,11.52,12.4278207288638,11.8150483983527,6.0
31467,9.83,15.31,77.59,38.75,13.85,12.0841549145436,11.4711756767304,11.0
31483,19.84,25.28,55.2,46.34,16.36,10.6618770238738,10.3358502560358,22.0
31488,10.31,12.22,68.42,30.77,12.12,12.1925838738566,11.9456181567624,8.0
31490,10.44,16.23,77.61,31.18,13.06,11.7076461986766,11.1742719703251,13.0
31499,9.26,16.99,80.1,27.0,13.09,12.7423079032426,11.2500306215768,9.0
31506,9.98,13.29,65.6,33.14,13.17,11.6251914233377,11.7306657179901,9.0
31517,11.58,15.63,87.75,34.43,12.09,11.7085994625185,11.2257957509408,13.0
31526,8.97,10.17,76.66,26.37,12.49,12.4727210709777,12.0567386638911,7.0
31547,11.94,17.66,79.19,26.27,24.4,12.2027254959999,11.3712311512219,11.0
31555,16.04,10.43,16.84,60.65,20.8,11.1964777580229,11.1283946621489,20.0
31557,9.26,9.59,65.07,33.57,13.73,12.1645473145737,11.8653869252786,8.0
31561,8.83,12.08,81.86,22.13,11.92,11.8794515750976,11.894642712671,7.0
31572,10.31,12.18,91.46,20.45,14.71,12.7440032900645,11.6407422177542,7.0
31573,8.25,16.54,85.08,20.98,14.12,12.7069485190878,11.8708203045719,7.0
31574,9.09,14.78,92.71,18.36,12.46,12.6741779799657,12.0434102893754,8.0
31582,9.14,17.88,76.54,34.17,11.9,11.955011471722,11.261005790649,10.0
31584,11.96,21.62,75.37,30.78,14.5,12.5137191049194,11.0334044227462,14.0
31588,11.03,13.9,75.73,31.44,12.86,12.329059495107,11.270293780067,12.0
32013,15.07,19.19,48.54,48.72,17.41,10.5065452319865,10.9784755923216,18.0
32107,15.75,33.28,79.8,36.37,14.48,10.3943521437591,10.818178753549,22.0
32119,10.28,30.26,77.54,32.05,15.35,10.8839712798987,10.8062949166026,21.0
32132,15.95,30.85,80.06,36.03,13.51,10.8394748591466,10.8241109148641,16.0
32147,10.63,23.25,80.8,30.04,10.8,11.5259926715281,10.8495616493388,13.0
32160,8.13,14.16,71.73,35.06,11.78,12.6577870322082,11.7796993566404,8.0
32208,14.08,22.16,79.55,31.4,14.13,11.007329631048,10.9414447903848,18.0
32213,13.05,21.95,83.76,29.23,10.97,12.1282571396798,11.170182832375,13.0
32249,9.54,23.8,77.64,32.94,10.82,11.4585829391028,11.7684780363381,15.0
32256,15.87,23.35,68.89,37.99,14.54,10.7390215283202,10.6641497835793,19.0
32307,10.64,12.82,90.13,23.74,15.26,11.2964113436365,11.1220765016469,8.0
32410,10.91,20.26,80.76,30.06,12.4,12.5034954395911,11.3585109713577,10.0
32462,11.1,26.86,79.0,29.74,12.3,11.5111048614468,10.9680549795359,18.0
33003,13.97,21.95,78.44,36.89,15.06,11.9181273606771,11.5763408511169,15.0
33004,19.11,25.51,79.71,40.31,15.36,12.1917537616637,11.0769701517669,16.0
33005,13.29,15.22,88.02,21.76,13.09,12.1238830060707,11.4664109507174,7.0
33009,17.0,15.4,42.76,33.41,13.18,11.5365845039769,11.1568589402403,12.0
33011,11.28,16.9,82.16,26.72,11.94,11.8781887936835,11.8929382388318,9.0
33013,10.51,11.5,71.99,39.8,13.92,12.0394243065911,11.8618781791978,12.0
33018,11.38,17.08,93.18,23.1,13.99,11.8801472962166,12.1299815733181,8.0
33019,11.48,13.7,74.78,34.29,13.08,12.2682134084864,11.1406245183096,8.0
33029,7.3,12.4,84.21,20.48,12.63,12.5441997126635,11.5028393085778,5.0
33030,10.24,19.03,92.08,26.71,13.73,12.257091314617,11.4833225569483,13.0
33032,16.24,23.01,64.37,49.45,14.56,12.009741514737,11.4688836967697,15.0
33036,16.13,25.01,70.52,39.19,16.12,11.4727902973609,10.9179120083172,15.0
33039,14.27,16.69,48.56,51.84,15.93,11.719373836111,11.5617953779913,13.0
33042,10.19,13.94,89.41,25.09,12.47,12.2996570648637,11.671524164329,8.0
33051,11.67,16.13,83.72,28.02,13.98,12.4431427038789,11.2565479906774,8.0
33056,12.95,15.23,61.14,36.63,15.8,12.0076531557663,11.9462569641441,10.0
33058,22.0,19.23,64.65,54.72,16.61,11.3745670433098,10.9154124339794,23.0
33063,14.51,10.26,22.55,60.21,20.85,11.1595813007892,11.4855505335475,17.0
33067,16.27,20.51,78.46,39.12,15.22,12.4226136490836,11.2296246929297,20.0
33069,11.3,10.47,45.79,38.64,12.89,11.7688063789665,12.140333070596,10.0
33075,9.97,11.07,43.17,47.58,13.0,12.1293994654752,11.9533851163149,8.0
33080,9.31,14.48,82.85,31.73,13.35,12.3271369294116,11.6556625318305,9.0
33081,18.93,22.94,64.41,52.72,22.34,11.1027923455096,11.0197766961016,18.0
33090,12.87,12.07,73.21,29.74,16.43,11.8259623717619,11.8673368606208,7.0
33096,12.31,14.17,65.64,34.53,13.07,12.1358808622229,11.9656801076568,11.0
33097,11.29,16.09,91.62,20.0,13.84,12.5310159285723,11.3212521173792,10.0
33099,7.69,15.27,95.88,18.79,14.74,12.6833387474967,12.9376998935832,8.0
33104,10.1,17.6,82.36,27.97,11.02,12.1645143263862,11.7405167500834,9.0
33108,26.96,35.92,61.01,57.84,18.73,10.7817853113032,11.0670090574961,36.0
33114,14.18,20.52,69.89,37.33,14.82,12.2047088076817,11.2145365996055,13.0
33119,18.03,23.37,33.15,63.05,19.82,11.2009391289646,11.1889799434546,26.0
33122,8.86,12.22,91.69,20.01,15.85,12.124420504858,12.0623282024874,5.0
33123,11.51,20.48,98.28,14.92,12.09,12.7622669243132,11.9623035517174,12.0
33125,12.21,19.71,98.56,16.49,14.19,12.8391309302904,10.8739043738646,10.0
33138,15.44,24.49,80.22,37.37,15.31,11.3477153574602,11.270116350814,17.0
33140,10.15,17.32,79.76,37.86,12.3,11.6289134288612,11.481821604596,10.0
33143,11.25,18.4,90.72,21.13,12.86,12.66378052612,11.4052307061373,10.0
33146,13.41,21.42,97.26,21.36,13.99,12.4247579772231,11.5071855191975,12.0
33162,14.17,14.62,51.39,48.08,13.02,11.8681664144827,11.6538660281854,12.0
33165,9.38,16.12,74.21,30.35,13.07,12.2605182591697,12.2474199577383,7.0
33167,14.66,22.0,49.12,53.47,15.76,11.50728162118,11.4903671029344,19.0
33177,15.11,22.54,97.97,22.48,14.37,11.4758174832804,10.8651533599382,13.0
33179,12.33,19.67,91.33,26.16,13.17,11.9962578236321,11.9445536603429,10.0
33192,11.3,10.26,46.41,40.53,20.06,11.391672632126,11.6445002387378,10.0
33199,13.4,14.69,82.85,32.07,15.39,11.8174656864901,11.4023890187376,9.0
33200,10.5,10.01,60.37,44.47,13.57,11.9926984130479,11.8086580704348,9.0
33203,14.89,15.56,84.23,27.15,15.07,11.3539564613398,11.0747205313403,12.0
33207,10.47,16.42,97.08,18.81,13.51,12.8845068282093,11.8064742018982,7.0
33213,7.11,13.01,86.35,24.52,15.38,12.2373038207751,12.0123473291327,6.0
33214,13.77,12.0,86.96,21.54,14.97,12.2888306659997,11.6912742453471,11.0
33225,11.11,15.49,95.8,21.11,13.63,12.1540778297337,11.3855581002629,9.0
33226,13.73,18.45,78.84,27.14,13.03,11.9487353116671,11.4327961703538,9.0
33227,17.16,23.62,52.35,59.05,15.54,10.9814874553284,10.7135049599764,18.0
33229,11.84,14.4,85.32,27.39,13.8,12.1776696433821,11.4241705430424,7.0
33233,16.29,23.36,95.36,23.32,14.47,12.1246742667312,11.0922937385424,13.0
33234,9.51,13.83,87.82,18.66,14.29,12.2063410665947,11.8206441830522,6.0
33236,12.18,15.77,84.8,26.21,14.67,12.30933461853,11.8924383485857,10.0
33238,8.59,10.59,86.99,25.14,13.71,11.7619612287948,11.9963144073399,6.0
33240,22.93,32.49,77.21,42.78,17.75,10.8487233865775,10.5726870354125,19.0
33243,19.29,22.54,54.71,52.81,15.97,10.9673623647712,10.9562551623776,20.0
33248,12.39,19.01,96.15,19.78,12.54,12.4074399650518,11.4499974586197,8.0
33249,21.36,29.33,28.54,68.3,18.65,11.2088008677689,10.8827062971728,27.0
33256,6.94,12.15,92.22,15.33,12.24,12.9751557219924,11.88252895338,5.0
33262,8.96,14.98,89.57,23.47,11.59,12.4461281401721,11.8510084382534,8.0
33268,7.93,20.41,91.07,21.33,11.96,12.2528518866431,11.7275726427143,7.0
33273,8.87,10.62,83.02,25.87,14.46,12.6188082970849,12.1167207845446,5.0
33281,11.83,12.05,38.01,45.7,15.14,11.5667799053514,11.6800683969445,11.0
33284,9.09,12.59,92.02,20.42,12.2,12.9090103273417,11.7428370708025,6.0
33293,8.87,12.51,82.98,23.96,12.99,12.0126178502167,12.2880655376409,7.0
33312,10.1,16.02,73.91,30.24,13.18,12.1907071134654,11.4480210553671,8.0
33314,19.4,35.99,73.39,48.95,17.62,11.3307445609961,10.9408595901027,21.0
33318,13.38,10.79,49.26,43.54,20.76,11.5112132689232,11.6189990716112,12.0
33322,9.08,10.81,97.99,17.32,14.99,12.9970675615742,12.1339602456217,6.0
33324,18.61,28.26,83.32,41.24,14.93,11.439305423815,11.0749035216686,19.0
33327,12.63,22.11,84.77,24.94,14.78,11.9254084897046,11.0279122699261,10.0
33333,10.45,15.04,97.21,23.52,13.05,12.6236979573409,11.5683060156779,10.0
33337,15.34,23.96,91.1,27.69,14.21,11.3994993714242,11.2486903241334,15.0
33341,9.9,21.63,89.26,24.48,12.52,12.0195028755492,11.0863497788785,11.0
33352,21.63,32.02,66.35,48.93,20.83,10.0937465130356,10.5485193666061,29.0
33363,6.02,11.09,92.88,13.38,12.15,12.7449497442898,12.5715053018422,6.0
33366,12.76,17.95,72.17,42.34,13.48,12.1442109161167,11.6011544685469,12.0
33376,7.71,6.68,89.67,21.13,15.01,12.8984004635481,12.5433450860629,5.0
33381,9.02,13.23,91.95,20.48,15.16,12.2547560324261,12.5725070829343,7.0
33389,15.08,27.46,91.65,30.21,18.55,11.1860726329049,10.9188643583591,20.0
33393,13.13,27.24,88.96,22.5,17.11,11.6051060080397,11.1180489498492,15.0
33397,10.37,17.78,89.06,24.15,14.8,12.4799718357231,11.6280704569235,11.0
33402,35.48,33.79,44.3,69.25,19.6,10.7048375068398,10.8707220917915,46.0
33417,8.91,14.42,96.42,17.9,13.09,12.9405207596606,12.0470690069723,7.0
33422,7.47,9.0,78.8,29.52,14.14,12.3644840947265,12.1217162364645,6.0
33424,11.21,19.01,87.81,22.04,13.5,11.8616512435673,11.2011845660016,10.0
33433,10.92,15.79,89.64,29.54,13.99,12.1928609564815,11.8173515300328,9.0
33434,15.56,22.09,82.49,30.5,15.63,12.3634739443008,11.4323599514798,12.0
33437,11.09,33.59,97.17,20.69,14.51,12.1487574060399,11.3609638832155,15.0
33447,18.88,26.41,89.19,39.27,14.14,11.4057329643212,10.577016029969,18.0
33449,9.31,9.69,77.04,31.55,13.97,12.3466451401815,11.9038509037262,7.0
33466,9.1,12.87,66.38,32.29,10.27,12.2866083802953,11.4873091422113,9.0
33473,12.43,24.77,88.71,26.92,15.33,12.3031176771981,11.1899853082634,13.0
33478,19.15,31.78,81.56,42.2,15.99,10.8494387333255,10.8117772134789,19.0
33483,10.32,14.24,91.27,27.32,14.02,12.2188455933537,11.726188888866,8.0
33492,17.13,23.28,87.71,34.91,15.37,12.3525488014499,11.3560010439311,17.0
33496,9.03,10.5,94.96,16.16,12.02,12.3982056393238,12.5111777016105,7.0
33498,11.59,16.34,89.32,21.13,13.67,12.6242058272515,11.9592993987112,6.0
33514,15.81,22.19,81.77,23.74,12.82,12.0170145804001,10.9409922544993,16.0
33519,8.27,9.74,88.59,22.39,13.16,12.5551735610738,12.3338772023781,7.0
33522,15.09,7.65,29.16,57.33,26.36,11.292021102318,11.3926106050455,16.0
33527,11.8,12.49,74.93,32.76,13.12,12.0587921518982,11.2430307498054,9.0
33529,13.87,14.44,69.68,36.08,13.47,11.4935886605877,11.2469637953497,11.0
33533,16.8,25.88,81.34,40.89,16.26,11.3362164677881,11.1380928454038,14.0
33535,10.17,12.62,95.78,24.41,16.43,12.3511173687277,11.7376369512055,8.0
33539,10.18,16.3,90.95,25.52,11.56,12.5073205051133,11.919021751026,9.0
33540,18.78,26.85,91.65,25.0,16.16,12.2511582073587,11.2028884205807,16.0
33550,12.1,14.5,56.81,42.19,14.57,11.8305293782885,11.424219092043,11.0
33554,11.73,13.94,84.85,24.59,12.9,12.2517731290768,11.9187481912573,8.0
33555,8.53,13.05,87.67,22.07,13.64,12.5399701974271,12.0896807698231,6.0
34003,27.54,24.63,51.13,43.79,17.34,11.2814479324898,10.6678364166454,22.0
34010,15.76,17.99,78.8,30.68,12.91,11.806505666657,11.1729670792244,15.0
34022,10.33,11.9,69.65,33.31,12.5,11.718816632989,11.975720531746,9.0
34023,13.69,20.47,65.98,30.56,14.1,11.5881030073941,11.5352486338918,14.0
34024,11.72,17.46,84.99,17.3,13.49,12.8728695917145,11.5935309403137,8.0
34025,12.8,19.19,88.69,22.54,16.04,11.635052156139,11.1268519744711,15.0
34028,25.8,29.75,52.62,38.88,18.7,11.4736761002938,10.4970564133083,25.0
34031,20.04,24.02,80.8,31.46,15.41,11.7584324273719,10.9264166735023,19.0
34032,23.4,25.88,41.55,54.83,21.81,11.1352810588467,10.8907479116192,34.0
34037,13.55,18.98,73.13,35.83,13.24,11.4633879031763,11.5894310300465,13.0
34051,14.72,18.07,93.18,22.41,14.78,12.260947058378,11.2114769272361,13.0
34052,16.04,23.07,84.53,29.07,13.98,12.0663993686302,10.9029496936507,18.0
34057,11.73,11.46,43.35,43.27,15.23,11.1259064533322,11.4680418163376,12.0
34058,11.07,12.88,76.64,29.83,12.79,11.5088835790455,11.5864396305412,8.0
34063,16.61,21.43,90.14,22.9,15.82,11.3651309280794,10.8903606453543,18.0
34069,15.51,19.84,86.44,27.65,15.16,12.0845856329048,10.9733169324503,17.0
34073,14.66,21.24,88.55,27.42,13.18,12.4809792502841,10.9767086348769,14.0
34074,16.26,20.93,87.65,23.94,13.78,11.7236206547717,11.0178340886937,20.0
34077,12.45,8.98,81.82,27.21,16.32,12.2686362904135,11.7718915175183,7.0
34079,22.52,22.44,49.45,47.47,16.45,11.1975324361686,10.957909658838,23.0
34081,13.04,18.57,81.83,27.35,14.31,12.0475459043237,11.381125281718,13.0
34087,11.63,14.11,83.88,24.86,13.77,12.0428769817731,11.5013764449218,10.0
34088,12.85,16.73,75.22,28.09,15.62,11.8234043037608,11.4786423510492,13.0
34090,10.99,12.48,69.14,28.24,12.52,11.5237427181767,11.70123046904,9.0
34095,12.37,16.33,78.02,23.54,15.6,12.0340133986191,11.7518051634226,9.0
34101,17.85,24.19,85.05,29.22,15.99,11.2413507397138,10.9618142705038,17.0
34108,15.7,20.47,60.44,37.09,15.99,11.7517362847586,11.1382228261364,15.0
34111,25.89,29.03,34.31,53.52,16.26,10.5744372469952,10.7271073597108,28.0
34113,10.56,15.9,73.52,24.74,14.43,12.1308417203098,11.6128141130642,13.0
34114,13.89,15.66,73.47,34.38,14.41,11.6449420205851,11.2735106980839,16.0
34116,14.57,9.62,50.28,45.86,15.75,11.42305393405,11.2054048246159,15.0
34120,10.86,11.03,68.37,31.54,13.9,11.6569445803041,11.7605609827234,9.0
34123,13.4,11.75,57.22,41.92,14.44,11.7095952006866,11.2649242737437,14.0
34126,14.3,23.53,59.8,27.85,18.2,11.3292171974356,10.5478649187373,17.0
34127,11.82,13.59,82.97,28.72,14.04,11.3072325804864,12.0686458852419,10.0
34129,12.22,12.01,53.0,31.61,13.23,11.9157785348566,11.8862385223481,9.0
34134,14.08,14.54,70.43,33.2,13.4,11.9075399433458,11.827137064864,11.0
34135,17.08,19.08,86.71,23.99,15.61,12.2505947429436,11.1170155637204,16.0
34140,12.1,19.39,92.17,20.0,16.85,12.0299640777124,11.3717825483823,11.0
34142,20.06,26.66,46.67,44.5,18.19,11.3326721069165,10.444839371114,28.0
34143,12.92,15.89,86.8,24.16,13.46,12.5766060163621,11.3123008005292,14.0
34145,19.75,28.47,58.38,44.34,18.05,11.3679921786753,11.1146071222671,23.0
34146,14.68,18.81,83.58,32.71,13.81,11.7292409122168,11.4492493303506,15.0
34147,14.19,21.0,91.15,18.59,14.93,12.2186591712806,10.9415330863608,15.0
34148,14.35,21.31,86.84,27.04,13.8,12.0009161259739,11.2739139128351,17.0
34150,23.06,25.45,73.75,32.91,15.9,11.5793230169417,10.420671115063,21.0
34151,16.99,24.57,72.35,37.35,15.23,12.0130868794249,11.2209279793706,17.0
34154,12.72,15.15,58.09,32.69,14.15,11.3383376138128,12.0263649416608,11.0
34155,10.69,16.89,92.74,19.64,12.85,11.9028285674551,11.0060189878763,13.0
34157,18.69,23.54,66.01,35.85,15.88,11.6129904508227,11.0416023191133,18.0
34159,11.38,18.24,84.77,20.03,14.63,12.1673311326697,11.8079591687914,10.0
34161,16.59,19.61,94.52,20.0,15.61,12.2996043591807,10.9219758976083,14.0
34162,18.56,26.07,79.53,33.24,16.1,11.5870823522937,10.6914326106363,28.0
34163,12.15,10.12,85.09,19.56,14.1,12.0520736659039,11.9615461741994,11.0
34165,11.52,17.82,79.7,20.2,16.09,12.2227188284187,11.6971726924856,11.0
34166,16.06,21.81,88.53,25.68,16.89,11.9560722987149,11.1768246010495,15.0
34169,9.62,6.42,79.65,24.32,13.51,11.848287666815,11.9258259809638,6.0
34172,20.68,12.77,12.61,63.8,24.08,10.8187915835663,10.962573314547,26.0
34176,10.23,15.46,83.08,23.45,12.11,11.0693192314705,11.8102777454015,8.0
34178,17.01,20.26,87.33,26.7,14.83,11.8240350841747,11.5581515278156,18.0
34183,18.77,21.87,84.85,26.53,15.06,12.1808446873095,11.0079129068046,16.0
34192,18.46,19.33,28.1,42.63,14.46,11.4089148005907,11.3312618534969,16.0
34194,18.79,21.09,86.31,27.76,15.64,11.7408587511198,10.9993200536841,17.0
34198,12.6,12.69,75.24,26.36,14.3,11.4492145081881,11.8143536175151,10.0
34199,18.73,21.36,49.76,46.8,17.0,10.4251545060246,10.6621771687675,28.0
34202,12.1,14.39,77.37,25.41,16.5,11.9419730225712,11.6870670717051,10.0
34207,15.55,20.96,92.42,19.96,15.48,11.9226942898417,11.0230298036265,16.0
34209,20.37,20.79,87.35,28.47,16.7,11.4225196824914,11.363360000704,14.0
34210,11.36,14.92,88.31,20.61,12.26,11.7243622885443,11.164968447818,17.0
34213,13.06,17.71,75.54,27.2,15.42,11.6992866640852,11.5879996931838,12.0
34217,9.81,10.74,76.26,27.21,15.61,11.4813177801699,12.0431207121448,8.0
34225,16.67,20.22,88.31,24.33,14.92,11.696954094455,10.9746649142046,19.0
34237,18.69,20.07,91.19,26.11,14.93,11.4716585206283,10.7998767709156,16.0
34239,13.55,18.39,81.92,25.55,14.41,12.2704028749484,11.5037316949,16.0
34240,8.81,10.64,75.96,22.84,12.68,10.4670740344348,11.5429133480307,8.0
34244,12.46,16.02,71.66,30.59,15.45,12.0922068469819,11.8741206189704,10.0
34247,13.22,6.13,75.87,18.54,18.18,11.2740431193889,12.0280803605991,5.0
34255,8.34,8.15,84.72,20.59,14.67,12.2291828903612,12.1978414876146,6.0
34259,12.73,11.69,70.02,33.29,13.27,11.6056790093439,11.3749945622872,10.0
34270,11.67,11.4,72.48,25.11,16.63,11.6926050120547,11.7856315194757,10.0
34272,9.54,14.09,87.54,25.5,13.04,11.9981288351608,11.6486398432896,10.0
34274,9.27,15.03,84.8,25.23,12.96,11.322518252658,11.9823125450224,8.0
34276,10.79,13.27,73.17,28.43,14.36,11.6893110057307,11.7236035228004,9.0
34281,12.69,19.7,91.45,19.24,12.04,11.9634630245036,11.2978561595099,16.0
34289,18.6,21.26,80.86,29.25,15.28,11.9143363305785,10.864456449613,19.0
34298,16.14,17.27,85.52,26.09,15.5,11.831138076942,11.0814767891598,14.0
34299,19.05,25.03,78.75,28.25,17.64,11.7420691805449,10.9591194865292,17.0
34300,14.97,20.13,86.7,26.99,14.56,11.1391389667221,11.4256411085717,16.0
34301,21.2,21.57,21.82,53.12,19.03,11.6886065443068,11.1134994325877,23.0
34309,9.69,11.22,91.55,15.28,15.29,11.6371741467507,11.8872827959959,5.0
34310,14.32,19.25,82.45,24.53,12.88,12.2134986213173,11.2812113307244,15.0
34324,25.01,26.53,58.23,38.39,16.07,11.570706209826,10.6063620441482,19.0
34327,10.7,13.86,73.59,29.81,14.3,11.3490461538713,11.8281428303232,9.0
34329,15.66,18.44,92.05,26.18,14.68,11.6059100807419,10.8687505646061,14.0
34332,23.97,27.69,78.32,34.53,17.72,11.5840269414064,10.7118831777903,23.0
34333,12.02,14.75,86.07,29.27,12.45,11.6019482711585,11.3853395968236,11.0
34336,18.0,20.67,75.18,33.33,15.7,11.9824658704027,10.9178419269584,19.0
34337,13.23,19.02,72.7,26.74,21.48,11.8132118163887,11.7905825375164,12.0
34341,11.53,18.58,87.41,22.46,12.67,12.3158420048434,11.3443854341107,12.0
34344,22.86,16.92,20.5,35.17,14.81,11.3407582085794,11.4041124686787,15.0
35001,7.51,11.46,69.4,25.76,14.44,11.5382560946985,11.8246994821433,6.0
35004,11.01,35.78,94.62,23.62,14.62,11.8675712782113,10.6169233068519,13.0
35006,6.02,20.55,89.08,23.81,11.31,12.3320357366097,11.4264336669823,6.0
35012,9.95,24.51,80.34,26.61,15.28,11.2810896305374,11.3464615268567,10.0
35013,9.26,17.64,97.44,20.07,14.1,12.6001874648982,11.2118989955302,11.0
35023,6.59,13.99,84.05,21.17,11.73,11.9924619620948,11.6850749364722,5.0
35024,7.96,11.94,64.1,28.79,13.98,11.7359618525487,11.8036174726276,7.0
35031,7.21,15.57,90.81,19.64,12.22,12.2597311781823,11.5035383721972,7.0
35032,6.38,12.67,77.74,20.82,12.09,11.9025665579443,11.4861584436875,6.0
35033,7.88,13.52,89.84,16.75,10.31,12.1071433574961,11.5090004173267,6.0
35037,6.08,13.75,80.46,19.02,11.55,12.0135248770396,11.6887245150309,6.0
35040,8.26,13.61,79.97,20.33,13.38,12.0256576747698,11.7196387344946,8.0
35047,10.31,11.73,52.24,35.54,20.18,11.4707912166329,11.4480218131165,9.0
35049,12.53,20.34,77.49,26.24,15.29,11.377958063699,11.0336661443509,9.0
35051,9.43,9.14,50.04,37.11,19.18,11.5294221337389,11.6831098190676,6.0
35055,9.72,11.11,37.77,41.06,13.62,11.8132277202683,11.4770611304453,11.0
35059,9.01,9.66,68.62,27.12,13.91,11.6959566304898,11.967628404047,9.0
35066,11.53,12.78,50.72,38.72,14.58,11.6270223984305,11.5293385372908,12.0
35068,7.21,14.3,72.11,26.83,11.95,12.201732764746,11.6053531824621,6.0
35069,6.3,11.8,79.94,19.61,13.26,12.2982232569247,11.8580661490587,5.0
35076,8.47,14.27,73.46,22.2,15.41,11.9158642122426,11.8217443301503,8.0
35085,10.92,24.72,82.83,29.36,13.99,11.8708307021413,11.409490497445,11.0
35088,8.26,15.31,82.05,21.95,14.36,12.1433998576268,11.6820675842023,10.0
35093,13.25,15.75,54.92,36.86,14.38,10.8136556209726,11.0496441648238,11.0
35095,10.83,23.22,58.33,37.19,15.71,11.2913865622236,11.0295418164258,14.0
35115,16.45,27.52,42.81,49.37,16.1,10.9915337039378,10.9485166128684,17.0
35116,12.94,20.76,97.16,25.38,13.86,11.557729328896,10.7236154630352,10.0
35120,6.17,12.56,74.38,28.11,12.23,11.9481956966555,11.8006888099015,7.0
35123,6.12,16.03,87.59,21.45,13.35,12.0091430853612,11.6262730095014,6.0
35124,7.94,23.23,93.92,22.33,12.45,11.5344551390254,11.2881793226269,12.0
35125,9.63,33.47,79.28,30.87,13.87,11.720342234325,10.8980926622622,12.0
35126,9.07,14.14,81.37,21.73,13.45,11.9640444819394,11.4782401070914,6.0
35127,7.43,11.55,92.85,18.52,12.07,12.2484822897783,11.3229345303639,5.0
35131,10.58,15.02,61.63,33.46,14.32,11.7664902233513,11.5252276136096,10.0
35133,8.43,18.04,92.72,15.04,14.11,12.154513256808,11.6836730463407,6.0
35136,8.87,20.25,73.86,27.73,13.76,11.9865103436806,11.3820106052154,7.0
35139,6.09,10.97,82.66,17.82,13.43,12.0422459797596,11.8930769299533,5.0
35150,5.81,18.93,98.66,16.38,13.63,12.2065372737004,11.6501994131813,6.0
35152,6.83,11.41,79.42,23.8,13.07,12.0295443759712,11.6902548825239,6.0
35162,9.45,36.11,90.78,24.97,14.59,11.6829480476419,10.8567826108811,13.0
35167,11.73,30.89,90.41,23.23,14.48,12.0833197302713,11.2576335623968,13.0
35168,10.26,18.93,94.61,18.16,12.38,11.9711341930385,11.2769226074368,11.0
35173,7.42,14.48,81.06,23.37,13.18,11.9318249935988,11.9489131917805,5.0
35176,10.19,20.2,91.78,20.39,13.55,11.9783133349516,11.2413609044332,10.0
35177,5.69,8.38,75.24,21.42,13.54,12.2052559907964,12.067941283157,5.0
35179,8.23,16.19,90.5,21.42,12.92,11.8910474795875,10.990091178179,9.0
35184,6.89,20.87,81.31,25.66,13.75,11.9271672696906,11.4139673986074,8.0
35188,8.03,18.03,70.37,25.25,15.33,11.5138762402211,11.3705650479882,8.0
35189,8.52,10.79,59.37,29.76,14.59,11.4016543675357,11.9689676109591,9.0
35191,6.18,21.43,98.38,22.03,11.21,12.369937801432,10.8987920530789,12.0
35196,10.33,18.07,60.41,30.38,14.35,11.4178619031384,11.8175897956653,8.0
35204,8.8,14.59,84.38,19.82,15.5,11.8323437720152,11.9591889822257,8.0
35206,11.3,15.43,61.01,33.04,16.31,11.7548189020165,11.6170994316675,9.0
35207,5.78,12.81,67.17,29.64,12.0,11.8193242033323,11.668061335533,5.0
35208,9.56,13.89,77.82,23.3,13.46,11.5455876315086,11.5081933609378,8.0
35210,8.46,9.45,61.37,29.77,14.14,11.5503540358834,11.6471257223213,7.0
35219,8.47,21.1,91.24,24.47,12.86,11.9256850429091,10.6166803444456,11.0
35221,7.07,16.79,98.49,11.11,12.82,12.2129909503763,11.3111111659856,7.0
35223,9.32,19.19,87.34,28.29,12.98,11.6187059145608,11.6372231202646,11.0
35224,10.72,19.59,97.35,15.46,11.92,11.5219780700902,11.0329148399351,9.0
35228,10.97,17.26,71.61,31.39,12.94,11.4929711408583,11.3390985848738,9.0
35236,16.0,21.77,57.04,38.86,18.27,11.0596323841112,11.0860184151805,16.0
35238,16.13,11.07,13.75,57.66,23.89,10.9710400435889,11.1520978090327,20.0
35239,7.82,28.41,87.26,21.92,12.0,12.3982674305079,11.3146382529321,9.0
35240,10.9,11.62,51.79,35.3,15.31,11.3562558011802,11.5695699331259,10.0
35245,7.36,18.54,85.22,23.85,12.67,11.7683174733887,11.3837226984771,7.0
35251,7.45,17.62,76.92,27.15,12.86,12.0660543138938,11.3450489311457,8.0
35253,6.42,17.21,83.68,30.95,12.18,11.3641997527089,11.2911804120353,6.0
35256,14.4,14.05,93.02,26.22,13.63,11.7433575711269,12.1510714840871,11.0
35257,8.01,26.46,88.15,28.08,12.54,12.0355297810513,11.145227485624,9.0
35265,6.57,18.91,91.99,20.79,10.84,11.6214620083409,11.2644444593925,9.0
35266,9.0,11.36,64.09,27.07,12.46,11.6203311086451,11.9562314741765,8.0
35275,9.1,13.11,70.38,30.27,12.42,11.7996991777829,12.0114582435474,8.0
35278,7.93,7.72,60.43,29.69,15.41,11.3675404195184,12.2443651097992,6.0
35281,14.29,12.19,27.37,51.44,14.87,11.5042959911687,11.1828827731328,15.0
35284,8.4,17.1,78.25,25.83,14.85,11.7312614511915,11.2080595593188,8.0
